balanced_record_id,source_record_id,event_id,category,title,timestamp,region_id,region_row,region_col,latitude,longitude,primary_subarchetype,assigned_subarchetype,assigned_archetype,projection_weight
3C_00175,EONET_6288:27,EONET_6288,Sea and Lake Ice,Iceberg D32,2025-05-29T00:00:00Z,r02_25,2,25,-72.77,-28.57,3C,3C,general,0.55
3C_00188,EONET_4125:35,EONET_4125,Sea and Lake Ice,Iceberg B15AB,2025-05-29T00:00:00Z,r04_21,4,21,-64.16,-53.45,3C,3C,general,0.55
3C_00226,EONET_6424:23,EONET_6424,Sea and Lake Ice,Iceberg D33B,2025-05-29T00:00:00Z,r02_23,2,23,-75.11,-41.99,3C,3C,general,0.55
3C_00337,EONET_4125:35,EONET_4125,Sea and Lake Ice,Iceberg B15AB,2025-05-29T00:00:00Z,r04_21,4,21,-64.16,-53.45,3C,3C,general,0.55
3C_00450,EONET_6051:7,EONET_6051,Sea and Lake Ice,Iceberg C39,2025-05-29T00:00:00Z,r04_44,4,44,-65.8,89.37,3C,3C,general,0.55
3C_00470,EONET_6051:7,EONET_6051,Sea and Lake Ice,Iceberg C39,2025-05-29T00:00:00Z,r04_44,4,44,-65.8,89.37,3C,3C,general,0.55
3C_00525,EONET_6288:27,EONET_6288,Sea and Lake Ice,Iceberg D32,2025-05-29T00:00:00Z,r02_25,2,25,-72.77,-28.57,3C,3C,general,0.55
3C_00549,EONET_6080:29,EONET_6080,Sea and Lake Ice,Iceberg A74A,2025-05-29T00:00:00Z,r05_21,5,21,-59.55,-50.71,3C,3C,general,0.55
3C_00554,EONET_6080:29,EONET_6080,Sea and Lake Ice,Iceberg A74A,2025-05-29T00:00:00Z,r05_21,5,21,-59.55,-50.71,3C,3C,general,0.55
3C_00555,EONET_4125:35,EONET_4125,Sea and Lake Ice,Iceberg B15AB,2025-05-29T00:00:00Z,r04_21,4,21,-64.16,-53.45,3C,3C,general,0.55
3C_00566,EONET_6302:23,EONET_6302,Sea and Lake Ice,Iceberg A80A,2025-05-29T00:00:00Z,r04_20,4,20,-61.57,-54.02,3C,3C,general,0.55
3C_00576,EONET_6474:13,EONET_6474,Sea and Lake Ice,Iceberg D35,2025-05-29T00:00:00Z,r02_24,2,24,-73.51,-32.13,3C,3C,general,0.55
3C_00580,EONET_4125:35,EONET_4125,Sea and Lake Ice,Iceberg B15AB,2025-05-29T00:00:00Z,r04_21,4,21,-64.16,-53.45,3C,3C,general,0.55
3C_00606,EONET_6302:23,EONET_6302,Sea and Lake Ice,Iceberg A80A,2025-05-29T00:00:00Z,r04_20,4,20,-61.57,-54.02,3C,3C,general,0.55
3C_00652,EONET_6424:23,EONET_6424,Sea and Lake Ice,Iceberg D33B,2025-05-29T00:00:00Z,r02_23,2,23,-75.11,-41.99,3C,3C,general,0.55
3C_00786,EONET_6424:23,EONET_6424,Sea and Lake Ice,Iceberg D33B,2025-05-29T00:00:00Z,r02_23,2,23,-75.11,-41.99,3C,3C,general,0.55
3C_00817,EONET_6424:23,EONET_6424,Sea and Lake Ice,Iceberg D33B,2025-05-29T00:00:00Z,r02_23,2,23,-75.11,-41.99,3C,3C,general,0.55
3C_00858,EONET_6302:23,EONET_6302,Sea and Lake Ice,Iceberg A80A,2025-05-29T00:00:00Z,r04_20,4,20,-61.57,-54.02,3C,3C,general,0.55
3C_00931,EONET_6288:27,EONET_6288,Sea and Lake Ice,Iceberg D32,2025-05-29T00:00:00Z,r02_25,2,25,-72.77,-28.57,3C,3C,general,0.55
3C_01005,EONET_6302:23,EONET_6302,Sea and Lake Ice,Iceberg A80A,2025-05-29T00:00:00Z,r04_20,4,20,-61.57,-54.02,3C,3C,general,0.55
3C_01083,EONET_6523:9,EONET_6523,Sea and Lake Ice,Iceberg A83,2025-05-29T00:00:00Z,r02_23,2,23,-75.59,-41.21,3C,3C,general,0.55
2B_00780,EONET_13825:0,EONET_13825,Floods,Flood in Mexico 1103302,2025-05-29T08:00:00Z,r17_14,17,14,16.6835,-92.6155,2B,2B,wide_shallow,0.4
3A_00016,EONET_13825:0,EONET_13825,Floods,Flood in Mexico 1103302,2025-05-29T08:00:00Z,r17_14,17,14,16.6835,-92.6155,2B,3A,general,0.15
2B_01107,EONET_13847:0,EONET_13847,Severe Storms,Tropical Cyclone Alvin,2025-05-29T12:00:00Z,r17_12,17,12,13.7,-106.2,3B,2B,wide_shallow,0.2
2B_00052,EONET_13855:0,EONET_13855,Floods,Flood in Bangladesh 1103308,2025-05-29T20:00:00Z,r18_45,18,45,23.1078,91.989,2B,2B,wide_shallow,0.4
2B_00452,EONET_13855:0,EONET_13855,Floods,Flood in Bangladesh 1103308,2025-05-29T20:00:00Z,r18_45,18,45,23.1078,91.989,2B,2B,wide_shallow,0.4
2B_00610,EONET_13855:0,EONET_13855,Floods,Flood in Bangladesh 1103308,2025-05-29T20:00:00Z,r18_45,18,45,23.1078,91.989,2B,2B,wide_shallow,0.4
2B_00276,EONET_13847:2,EONET_13847,Severe Storms,Tropical Cyclone Alvin,2025-05-30T00:00:00Z,r17_12,17,12,15.5,-107.6,3B,2B,wide_shallow,0.2
2B_00891,EONET_13847:3,EONET_13847,Severe Storms,Tropical Cyclone Alvin,2025-05-30T06:00:00Z,r17_11,17,11,16.1,-108.2,3B,2B,wide_shallow,0.2
2A_00615,EONET_13847:4,EONET_13847,Severe Storms,Tropical Cyclone Alvin,2025-05-30T12:00:00Z,r17_11,17,11,17.0,-108.6,3B,2A,wide_shallow,0.25
2A_00986,EONET_13847:5,EONET_13847,Severe Storms,Tropical Cyclone Alvin,2025-05-30T18:00:00Z,r17_11,17,11,17.7,-108.9,3B,2A,wide_shallow,0.25
3B_00567,EONET_13847:5,EONET_13847,Severe Storms,Tropical Cyclone Alvin,2025-05-30T18:00:00Z,r17_11,17,11,17.7,-108.9,3B,3B,general,0.35
2B_00642,EONET_13847:8,EONET_13847,Severe Storms,Tropical Cyclone Alvin,2025-05-31T12:00:00Z,r18_11,18,11,20.4,-109.5,3B,2B,wide_shallow,0.2
2B_00896,EONET_13847:8,EONET_13847,Severe Storms,Tropical Cyclone Alvin,2025-05-31T12:00:00Z,r18_11,18,11,20.4,-109.5,3B,2B,wide_shallow,0.2
2B_00138,EONET_13854:0,EONET_13854,Floods,Flood in Slovakia 1103307,2025-05-31T20:00:00Z,r23_33,23,33,48.9611,21.1422,2B,2B,wide_shallow,0.4
2B_00514,EONET_13853:0,EONET_13853,Floods,Flood in Colombia 1103309,2025-05-31T20:00:00Z,r15_17,15,17,1.2054,-76.916,2B,2B,wide_shallow,0.4
2B_00517,EONET_13854:0,EONET_13854,Floods,Flood in Slovakia 1103307,2025-05-31T20:00:00Z,r23_33,23,33,48.9611,21.1422,2B,2B,wide_shallow,0.4
2B_00959,EONET_13876:0,EONET_13876,Floods,Flood in Peru 1103312,2025-05-31T20:00:00Z,r12_17,12,17,-13.1168,-73.6905,2B,2B,wide_shallow,0.4
2B_01002,EONET_13854:0,EONET_13854,Floods,Flood in Slovakia 1103307,2025-05-31T20:00:00Z,r23_33,23,33,48.9611,21.1422,2B,2B,wide_shallow,0.4
3B_01043,EONET_13854:0,EONET_13854,Floods,Flood in Slovakia 1103307,2025-05-31T20:00:00Z,r23_33,23,33,48.9611,21.1422,2B,3B,general,0.3
2B_00941,EONET_13875:0,EONET_13875,Floods,Flood in Poland 1103311,2025-06-01T20:00:00Z,r23_33,23,33,50.087,18.2001,2B,2B,wide_shallow,0.4
1B_00554,EONET_13873:0,EONET_13873,Floods,Flood in Türkiye 1103310,2025-06-02T20:00:00Z,r21_36,21,36,41.0055,39.7301,2B,1B,chain_like,0.15
3A_00572,EONET_13873:0,EONET_13873,Floods,Flood in Türkiye 1103310,2025-06-02T20:00:00Z,r21_36,21,36,41.0055,39.7301,2B,3A,general,0.15
3B_00838,EONET_13873:0,EONET_13873,Floods,Flood in Türkiye 1103310,2025-06-02T20:00:00Z,r21_36,21,36,41.0055,39.7301,2B,3B,general,0.3
1B_00017,EONET_2734:49,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-05T00:00:00Z,r05_23,5,23,-55.39,-37.77,3C,1B,chain_like,0.25
1B_00071,EONET_6080:30,EONET_6080,Sea and Lake Ice,Iceberg A74A,2025-06-05T00:00:00Z,r05_21,5,21,-59.03,-50.26,3C,1B,chain_like,0.25
1B_00543,EONET_5906:38,EONET_5906,Sea and Lake Ice,Iceberg A77,2025-06-05T00:00:00Z,r04_21,4,21,-62.82,-53.73,3C,1B,chain_like,0.25
3A_00487,EONET_6474:14,EONET_6474,Sea and Lake Ice,Iceberg D35,2025-06-05T00:00:00Z,r02_24,2,24,-72.73,-31.99,3C,3A,general,0.2
3A_00754,EONET_2736:25,EONET_2736,Sea and Lake Ice,Iceberg B22A,2025-06-05T00:00:00Z,r02_02,2,2,-75.08,-165.18,3C,3A,general,0.2
3C_00037,EONET_6424:24,EONET_6424,Sea and Lake Ice,Iceberg D33B,2025-06-05T00:00:00Z,r02_23,2,23,-74.43,-41.96,3C,3C,general,0.55
3C_00048,EONET_6474:14,EONET_6474,Sea and Lake Ice,Iceberg D35,2025-06-05T00:00:00Z,r02_24,2,24,-72.73,-31.99,3C,3C,general,0.55
3C_00104,EONET_2734:49,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-05T00:00:00Z,r05_23,5,23,-55.39,-37.77,3C,3C,general,0.55
3C_00165,EONET_10212:12,EONET_10212,Sea and Lake Ice,Iceberg B22F,2025-06-05T00:00:00Z,r02_02,2,2,-74.75,-163.27,3C,3C,general,0.55
3C_00195,EONET_6080:30,EONET_6080,Sea and Lake Ice,Iceberg A74A,2025-06-05T00:00:00Z,r05_21,5,21,-59.03,-50.26,3C,3C,general,0.55
3C_00222,EONET_6037:12,EONET_6037,Sea and Lake Ice,Iceberg C38B,2025-06-05T00:00:00Z,r03_44,3,44,-66.42,84.36,3C,3C,general,0.55
3C_00223,EONET_2736:25,EONET_2736,Sea and Lake Ice,Iceberg B22A,2025-06-05T00:00:00Z,r02_02,2,2,-75.08,-165.18,3C,3C,general,0.55
3C_00236,EONET_5906:38,EONET_5906,Sea and Lake Ice,Iceberg A77,2025-06-05T00:00:00Z,r04_21,4,21,-62.82,-53.73,3C,3C,general,0.55
3C_00257,EONET_2736:25,EONET_2736,Sea and Lake Ice,Iceberg B22A,2025-06-05T00:00:00Z,r02_02,2,2,-75.08,-165.18,3C,3C,general,0.55
3C_00288,EONET_2736:25,EONET_2736,Sea and Lake Ice,Iceberg B22A,2025-06-05T00:00:00Z,r02_02,2,2,-75.08,-165.18,3C,3C,general,0.55
3C_00304,EONET_6080:30,EONET_6080,Sea and Lake Ice,Iceberg A74A,2025-06-05T00:00:00Z,r05_21,5,21,-59.03,-50.26,3C,3C,general,0.55
3C_00346,EONET_6474:14,EONET_6474,Sea and Lake Ice,Iceberg D35,2025-06-05T00:00:00Z,r02_24,2,24,-72.73,-31.99,3C,3C,general,0.55
3C_00349,EONET_6474:14,EONET_6474,Sea and Lake Ice,Iceberg D35,2025-06-05T00:00:00Z,r02_24,2,24,-72.73,-31.99,3C,3C,general,0.55
3C_00364,EONET_6523:10,EONET_6523,Sea and Lake Ice,Iceberg A83,2025-06-05T00:00:00Z,r02_23,2,23,-74.82,-40.74,3C,3C,general,0.55
3C_00374,EONET_6037:12,EONET_6037,Sea and Lake Ice,Iceberg C38B,2025-06-05T00:00:00Z,r03_44,3,44,-66.42,84.36,3C,3C,general,0.55
3C_00408,EONET_2734:49,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-05T00:00:00Z,r05_23,5,23,-55.39,-37.77,3C,3C,general,0.55
3C_00411,EONET_6080:30,EONET_6080,Sea and Lake Ice,Iceberg A74A,2025-06-05T00:00:00Z,r05_21,5,21,-59.03,-50.26,3C,3C,general,0.55
3C_00439,EONET_2734:49,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-05T00:00:00Z,r05_23,5,23,-55.39,-37.77,3C,3C,general,0.55
3C_00455,EONET_2734:49,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-05T00:00:00Z,r05_23,5,23,-55.39,-37.77,3C,3C,general,0.55
3C_00471,EONET_6051:8,EONET_6051,Sea and Lake Ice,Iceberg C39,2025-06-05T00:00:00Z,r04_44,4,44,-65.96,85.51,3C,3C,general,0.55
3C_00490,EONET_2734:49,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-05T00:00:00Z,r05_23,5,23,-55.39,-37.77,3C,3C,general,0.55
3C_00500,EONET_6037:12,EONET_6037,Sea and Lake Ice,Iceberg C38B,2025-06-05T00:00:00Z,r03_44,3,44,-66.42,84.36,3C,3C,general,0.55
3C_00564,EONET_6051:8,EONET_6051,Sea and Lake Ice,Iceberg C39,2025-06-05T00:00:00Z,r04_44,4,44,-65.96,85.51,3C,3C,general,0.55
3C_00571,EONET_2736:25,EONET_2736,Sea and Lake Ice,Iceberg B22A,2025-06-05T00:00:00Z,r02_02,2,2,-75.08,-165.18,3C,3C,general,0.55
3C_00596,EONET_6474:14,EONET_6474,Sea and Lake Ice,Iceberg D35,2025-06-05T00:00:00Z,r02_24,2,24,-72.73,-31.99,3C,3C,general,0.55
3C_00597,EONET_2734:49,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-05T00:00:00Z,r05_23,5,23,-55.39,-37.77,3C,3C,general,0.55
3C_00641,EONET_2734:49,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-05T00:00:00Z,r05_23,5,23,-55.39,-37.77,3C,3C,general,0.55
3C_00645,EONET_6080:30,EONET_6080,Sea and Lake Ice,Iceberg A74A,2025-06-05T00:00:00Z,r05_21,5,21,-59.03,-50.26,3C,3C,general,0.55
3C_00678,EONET_10212:12,EONET_10212,Sea and Lake Ice,Iceberg B22F,2025-06-05T00:00:00Z,r02_02,2,2,-74.75,-163.27,3C,3C,general,0.55
3C_00803,EONET_10212:12,EONET_10212,Sea and Lake Ice,Iceberg B22F,2025-06-05T00:00:00Z,r02_02,2,2,-74.75,-163.27,3C,3C,general,0.55
3C_00855,EONET_6523:10,EONET_6523,Sea and Lake Ice,Iceberg A83,2025-06-05T00:00:00Z,r02_23,2,23,-74.82,-40.74,3C,3C,general,0.55
3C_00865,EONET_6051:8,EONET_6051,Sea and Lake Ice,Iceberg C39,2025-06-05T00:00:00Z,r04_44,4,44,-65.96,85.51,3C,3C,general,0.55
3C_00867,EONET_2734:49,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-05T00:00:00Z,r05_23,5,23,-55.39,-37.77,3C,3C,general,0.55
3C_00911,EONET_12716:6,EONET_12716,Sea and Lake Ice,Iceberg A85,2025-06-05T00:00:00Z,r02_21,2,21,-74.67,-53.83,3C,3C,general,0.55
3C_00916,EONET_2736:25,EONET_2736,Sea and Lake Ice,Iceberg B22A,2025-06-05T00:00:00Z,r02_02,2,2,-75.08,-165.18,3C,3C,general,0.55
3C_01060,EONET_6474:14,EONET_6474,Sea and Lake Ice,Iceberg D35,2025-06-05T00:00:00Z,r02_24,2,24,-72.73,-31.99,3C,3C,general,0.55
3C_01075,EONET_6037:12,EONET_6037,Sea and Lake Ice,Iceberg C38B,2025-06-05T00:00:00Z,r03_44,3,44,-66.42,84.36,3C,3C,general,0.55
2B_00084,EONET_13879:0,EONET_13879,Floods,Flood in France 1103316,2025-06-05T20:00:00Z,r22_30,22,30,45.8288,4.9705,2B,2B,wide_shallow,0.4
3A_00116,EONET_13879:0,EONET_13879,Floods,Flood in France 1103316,2025-06-05T20:00:00Z,r22_30,22,30,45.8288,4.9705,2B,3A,general,0.15
1A_00992,EONET_13880:0,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-08T06:00:00Z,r17_13,17,13,15.0,-102.0,3B,1A,chain_like,0.1
2B_00196,EONET_13880:0,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-08T06:00:00Z,r17_13,17,13,15.0,-102.0,3B,2B,wide_shallow,0.2
2A_00834,EONET_13880:1,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-08T12:00:00Z,r17_12,17,12,15.4,-102.7,3B,2A,wide_shallow,0.25
2A_00239,EONET_13881:0,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-08T18:00:00Z,r17_11,17,11,13.0,-110.8,3B,2A,wide_shallow,0.25
2A_00820,EONET_13880:2,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-08T18:00:00Z,r17_12,17,12,15.8,-103.7,3B,2A,wide_shallow,0.25
2B_00625,EONET_13881:0,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-08T18:00:00Z,r17_11,17,11,13.0,-110.8,3B,2B,wide_shallow,0.2
2B_00840,EONET_13881:0,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-08T18:00:00Z,r17_11,17,11,13.0,-110.8,3B,2B,wide_shallow,0.2
1A_00744,EONET_13880:3,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-09T00:00:00Z,r17_12,17,12,16.2,-104.5,3B,1A,chain_like,0.1
2B_00023,EONET_13881:1,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-09T00:00:00Z,r17_11,17,11,13.5,-111.5,3B,2B,wide_shallow,0.2
2B_00231,EONET_13880:3,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-09T00:00:00Z,r17_12,17,12,16.2,-104.5,3B,2B,wide_shallow,0.2
3A_00130,EONET_13881:1,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-09T00:00:00Z,r17_11,17,11,13.5,-111.5,3B,3A,general,0.1
1A_00597,EONET_13881:2,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-09T06:00:00Z,r17_11,17,11,14.0,-112.4,3B,1A,chain_like,0.1
3B_00756,EONET_13880:4,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-09T06:00:00Z,r17_12,17,12,16.6,-105.6,3B,3B,general,0.35
1A_00581,EONET_13881:3,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-09T12:00:00Z,r17_11,17,11,14.4,-113.0,3B,1A,chain_like,0.1
2A_01097,EONET_13880:5,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-09T12:00:00Z,r17_12,17,12,17.3,-105.8,3B,2A,wide_shallow,0.25
2B_00217,EONET_13880:5,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-09T12:00:00Z,r17_12,17,12,17.3,-105.8,3B,2B,wide_shallow,0.2
2B_00718,EONET_13881:3,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-09T12:00:00Z,r17_11,17,11,14.4,-113.0,3B,2B,wide_shallow,0.2
2B_00738,EONET_13881:3,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-09T12:00:00Z,r17_11,17,11,14.4,-113.0,3B,2B,wide_shallow,0.2
3B_00562,EONET_13881:3,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-09T12:00:00Z,r17_11,17,11,14.4,-113.0,3B,3B,general,0.35
1A_00097,EONET_13880:6,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-09T18:00:00Z,r17_12,17,12,17.9,-106.5,3B,1A,chain_like,0.1
3A_00061,EONET_13880:6,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-09T18:00:00Z,r17_12,17,12,17.9,-106.5,3B,3A,general,0.1
1A_00352,EONET_13881:5,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-10T00:00:00Z,r17_10,17,10,15.0,-114.1,3B,1A,chain_like,0.1
2A_00143,EONET_13880:7,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-10T00:00:00Z,r18_12,18,12,18.4,-107.5,3B,2A,wide_shallow,0.25
2A_00360,EONET_13881:5,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-10T00:00:00Z,r17_10,17,10,15.0,-114.1,3B,2A,wide_shallow,0.25
1A_00629,EONET_13880:8,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-10T06:00:00Z,r18_12,18,12,18.8,-107.8,3B,1A,chain_like,0.1
2A_00169,EONET_13880:8,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-10T06:00:00Z,r18_12,18,12,18.8,-107.8,3B,2A,wide_shallow,0.25
2A_00629,EONET_13881:6,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-10T06:00:00Z,r17_10,17,10,15.2,-114.5,3B,2A,wide_shallow,0.25
2B_00598,EONET_13881:6,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-10T06:00:00Z,r17_10,17,10,15.2,-114.5,3B,2B,wide_shallow,0.2
2B_00479,EONET_13881:7,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-10T12:00:00Z,r17_10,17,10,15.4,-114.6,3B,2B,wide_shallow,0.2
2B_00343,EONET_13881:8,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-10T18:00:00Z,r17_10,17,10,15.7,-115.1,3B,2B,wide_shallow,0.2
3B_00850,EONET_13881:8,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-10T18:00:00Z,r17_10,17,10,15.7,-115.1,3B,3B,general,0.35
2B_00518,EONET_13880:11,EONET_13880,Severe Storms,Tropical Cyclone Barbara,2025-06-11T00:00:00Z,r18_12,18,12,21.0,-108.0,3B,2B,wide_shallow,0.2
2B_01001,EONET_13881:9,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-11T00:00:00Z,r17_10,17,10,15.8,-115.0,3B,2B,wide_shallow,0.2
1A_00483,EONET_13881:10,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-11T06:00:00Z,r17_10,17,10,16.0,-114.7,3B,1A,chain_like,0.1
1A_00839,EONET_13920:0,EONET_13920,Severe Storms,Tropical Cyclone Wutip,2025-06-11T12:00:00Z,r17_48,17,48,16.3,111.4,3B,1A,chain_like,0.1
2A_00374,EONET_13881:11,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-11T12:00:00Z,r17_11,17,11,16.2,-113.9,3B,2A,wide_shallow,0.25
2B_00605,EONET_13920:0,EONET_13920,Severe Storms,Tropical Cyclone Wutip,2025-06-11T12:00:00Z,r17_48,17,48,16.3,111.4,3B,2B,wide_shallow,0.2
3B_00447,EONET_13881:11,EONET_13881,Severe Storms,Tropical Cyclone Cosme,2025-06-11T12:00:00Z,r17_11,17,11,16.2,-113.9,3B,3B,general,0.35
1B_00561,EONET_6474:15,EONET_6474,Sea and Lake Ice,Iceberg D35,2025-06-12T00:00:00Z,r03_24,3,24,-71.97,-32.52,3C,1B,chain_like,0.25
1B_01034,EONET_6302:24,EONET_6302,Sea and Lake Ice,Iceberg A80A,2025-06-12T00:00:00Z,r04_20,4,20,-62.07,-54.58,3C,1B,chain_like,0.25
3A_00122,EONET_5906:39,EONET_5906,Sea and Lake Ice,Iceberg A77,2025-06-12T00:00:00Z,r04_20,4,20,-62.45,-56.15,3C,3A,general,0.2
3C_00021,EONET_6424:25,EONET_6424,Sea and Lake Ice,Iceberg D33B,2025-06-12T00:00:00Z,r02_22,2,22,-73.98,-42.53,3C,3C,general,0.55
3C_00056,EONET_5906:39,EONET_5906,Sea and Lake Ice,Iceberg A77,2025-06-12T00:00:00Z,r04_20,4,20,-62.45,-56.15,3C,3C,general,0.55
3C_00095,EONET_6288:28,EONET_6288,Sea and Lake Ice,Iceberg D32,2025-06-12T00:00:00Z,r03_25,3,25,-71.38,-28.37,3C,3C,general,0.55
3C_00207,EONET_5906:39,EONET_5906,Sea and Lake Ice,Iceberg A77,2025-06-12T00:00:00Z,r04_20,4,20,-62.45,-56.15,3C,3C,general,0.55
3C_00225,EONET_6523:11,EONET_6523,Sea and Lake Ice,Iceberg A83,2025-06-12T00:00:00Z,r02_23,2,23,-74.12,-40.94,3C,3C,general,0.55
3C_00230,EONET_10213:12,EONET_10213,Sea and Lake Ice,Iceberg B22G,2025-06-12T00:00:00Z,r02_02,2,2,-73.35,-163.06,3C,3C,general,0.55
3C_00235,EONET_5906:39,EONET_5906,Sea and Lake Ice,Iceberg A77,2025-06-12T00:00:00Z,r04_20,4,20,-62.45,-56.15,3C,3C,general,0.55
3C_00313,EONET_5906:39,EONET_5906,Sea and Lake Ice,Iceberg A77,2025-06-12T00:00:00Z,r04_20,4,20,-62.45,-56.15,3C,3C,general,0.55
3C_00323,EONET_6424:25,EONET_6424,Sea and Lake Ice,Iceberg D33B,2025-06-12T00:00:00Z,r02_22,2,22,-73.98,-42.53,3C,3C,general,0.55
3C_00335,EONET_6523:11,EONET_6523,Sea and Lake Ice,Iceberg A83,2025-06-12T00:00:00Z,r02_23,2,23,-74.12,-40.94,3C,3C,general,0.55
3C_00376,EONET_5359:33,EONET_5359,Sea and Lake Ice,Iceberg A76C,2025-06-12T00:00:00Z,r04_21,4,21,-60.59,-49.0,3C,3C,general,0.55
3C_00386,EONET_10213:12,EONET_10213,Sea and Lake Ice,Iceberg B22G,2025-06-12T00:00:00Z,r02_02,2,2,-73.35,-163.06,3C,3C,general,0.55
3C_00422,EONET_6424:25,EONET_6424,Sea and Lake Ice,Iceberg D33B,2025-06-12T00:00:00Z,r02_22,2,22,-73.98,-42.53,3C,3C,general,0.55
3C_00510,EONET_6288:28,EONET_6288,Sea and Lake Ice,Iceberg D32,2025-06-12T00:00:00Z,r03_25,3,25,-71.38,-28.37,3C,3C,general,0.55
3C_00619,EONET_6523:11,EONET_6523,Sea and Lake Ice,Iceberg A83,2025-06-12T00:00:00Z,r02_23,2,23,-74.12,-40.94,3C,3C,general,0.55
3C_00646,EONET_10213:12,EONET_10213,Sea and Lake Ice,Iceberg B22G,2025-06-12T00:00:00Z,r02_02,2,2,-73.35,-163.06,3C,3C,general,0.55
3C_00767,EONET_10212:13,EONET_10212,Sea and Lake Ice,Iceberg B22F,2025-06-12T00:00:00Z,r02_02,2,2,-74.38,-165.79,3C,3C,general,0.55
3C_00827,EONET_6523:11,EONET_6523,Sea and Lake Ice,Iceberg A83,2025-06-12T00:00:00Z,r02_23,2,23,-74.12,-40.94,3C,3C,general,0.55
3C_00861,EONET_2734:50,EONET_2734,Sea and Lake Ice,Iceberg A23A,2025-06-12T00:00:00Z,r05_23,5,23,-56.36,-36.52,3C,3C,general,0.55
3C_00886,EONET_6424:25,EONET_6424,Sea and Lake Ice,Iceberg D33B,2025-06-12T00:00:00Z,r02_22,2,22,-73.98,-42.53,3C,3C,general,0.55
3C_00929,EONET_6288:28,EONET_6288,Sea and Lake Ice,Iceberg D32,2025-06-12T00:00:00Z,r03_25,3,25,-71.38,-28.37,3C,3C,general,0.55
3C_01006,EONET_5359:33,EONET_5359,Sea and Lake Ice,Iceberg A76C,2025-06-12T00:00:00Z,r04_21,4,21,-60.59,-49.0,3C,3C,general,0.55
3C_01065,EONET_6302:24,EONET_6302,Sea and Lake Ice,Iceberg A80A,2025-06-12T00:00:00Z,r04_20,4,20,-62.07,-54.58,3C,3C,general,0.55
3C_01093,EONET_6474:15,EONET_6474,Sea and Lake Ice,Iceberg D35,2025-06-12T00:00:00Z,r03_24,3,24,-71.97,-32.52,3C,3C,general,0.55
2A_00625,EONET_13920:3,EONET_13920,Severe Storms,Tropical Cyclone Wutip,2025-06-12T06:00:00Z,r17_48,17,48,17.3,109.8,3B,2A,wide_shallow,0.25
2B_00350,EONET_13920:4,EONET_13920,Severe Storms,Tropical Cyclone Wutip,2025-06-12T12:00:00Z,r17_48,17,48,17.4,109.3,3B,2B,wide_shallow,0.2
2B_01028,EONET_13920:4,EONET_13920,Severe Storms,Tropical Cyclone Wutip,2025-06-12T12:00:00Z,r17_48,17,48,17.4,109.3,3B,2B,wide_shallow,0.2
